num_date_time,answer
1_20220825 00,2158.4475852306005
1_20220825 01,2147.934777307037
1_20220825 02,2020.575890875911
1_20220825 03,1970.1676047596877
1_20220825 04,1989.2440101172522
1_20220825 05,2054.0364794237953
1_20220825 06,2314.5050553391998
1_20220825 07,2638.816076265634
1_20220825 08,2910.3701863722463
1_20220825 09,3396.357715622821
1_20220825 10,4217.449874087635
1_20220825 11,4297.116760702416
1_20220825 12,4393.714477973252
1_20220825 13,4254.956334750727
1_20220825 14,4373.465752986679
1_20220825 15,4090.358416719927
1_20220825 16,4193.225316748097
1_20220825 17,3646.6296878160433
1_20220825 18,2831.430443568607
1_20220825 19,2530.0856388345937
1_20220825 20,2393.8879317748624
1_20220825 21,2066.7423766349134
1_20220825 22,1808.4419684937905
1_20220825 23,2079.4328226718812
1_20220826 00,2274.4233201371267
1_20220826 01,2199.5340819113394
1_20220826 02,2086.0423425625704
1_20220826 03,1956.3623782591696
1_20220826 04,1909.941900336609
1_20220826 05,2067.5190064239696
1_20220826 06,2260.610295708902
1_20220826 07,2665.381671415369
1_20220826 08,2973.5756261161036
1_20220826 09,3566.715145254878
1_20220826 10,4115.324731267717
1_20220826 11,4515.856785592275
1_20220826 12,4496.796283079796
1_20220826 13,4436.771877924241
1_20220826 14,4520.259143710939
1_20220826 15,4368.54037885831
1_20220826 16,4365.674350504695
1_20220826 17,3617.056296680112
1_20220826 18,2924.492359567304
1_20220826 19,2717.490029468434
1_20220826 20,2422.750630600291
1_20220826 21,2159.9051485303594
1_20220826 22,1711.0757317040532
1_20220826 23,2087.302745028968
1_20220827 00,2033.3472354513697
1_20220827 01,2002.2532553920494
1_20220827 02,1770.736217662101
1_20220827 03,1741.4483185378383
1_20220827 04,1802.8494373456379
1_20220827 05,1935.1037002677679
1_20220827 06,2067.9731985381286
1_20220827 07,2228.2285697985385
1_20220827 08,2572.5627907222643
1_20220827 09,2921.775803205285
1_20220827 10,3592.379442383201
1_20220827 11,3853.8831215636988
1_20220827 12,3848.982073959784
1_20220827 13,3916.044904527687
1_20220827 14,3846.217768241756
1_20220827 15,3794.7968032030512
1_20220827 16,3816.646864297036
1_20220827 17,3478.934608147087
1_20220827 18,2593.530658713079
1_20220827 19,2272.972080384904
1_20220827 20,2052.357036029089
1_20220827 21,1854.7514235091264
1_20220827 22,1526.685183817218
1_20220827 23,1876.7317686117474
1_20220828 00,1671.9091066202047
1_20220828 01,1626.7487234774144
1_20220828 02,1477.4538468611158
1_20220828 03,1396.261119604324
1_20220828 04,1439.0511377550301
1_20220828 05,1504.1843595342223
1_20220828 06,1636.8059860852716
1_20220828 07,1731.9921080170943
1_20220828 08,1947.5192332457364
1_20220828 09,2385.307850432513
1_20220828 10,3111.6240857456833
1_20220828 11,3189.5521691655167
1_20220828 12,3348.0632656449343
1_20220828 13,3358.305392854694
1_20220828 14,3334.4474261294354
1_20220828 15,3248.4384597033704
1_20220828 16,3289.491930205685
1_20220828 17,3269.557397045204
1_20220828 18,2734.2765176066673
1_20220828 19,2323.759887013916
1_20220828 20,2152.88646325551
1_20220828 21,1911.5007988641423
1_20220828 22,1511.6540812064734
1_20220828 23,1918.8632823041398
1_20220829 00,2247.755938950901
1_20220829 01,2161.825328210183
1_20220829 02,2046.8217740979035
1_20220829 03,1965.4646068565755
1_20220829 04,1993.9568411179619
1_20220829 05,2286.0930835496015
1_20220829 06,2433.1804878554844
1_20220829 07,2694.0190312847108
1_20220829 08,2787.6559130444602
1_20220829 09,3109.4169524020376
1_20220829 10,3940.2807288925133
1_20220829 11,4198.793557625243
1_20220829 12,4109.500179229394
1_20220829 13,4289.916826273956
1_20220829 14,4321.192183049869
1_20220829 15,4172.9189169283345
1_20220829 16,4254.400772441065
1_20220829 17,3557.354675178612
1_20220829 18,2714.5132010856987
1_20220829 19,2436.7849628100344
1_20220829 20,2274.21088764846
1_20220829 21,1939.6568044689607
1_20220829 22,1629.051176460064
1_20220829 23,2055.941340589189
1_20220830 00,2177.803708261803
1_20220830 01,2069.1076951791542
1_20220830 02,1924.8045935314292
1_20220830 03,1686.6406601889814
1_20220830 04,1720.7939252243473
1_20220830 05,1903.032296677323
1_20220830 06,2182.003035863619
1_20220830 07,2656.870042124505
1_20220830 08,2954.4985809991026
1_20220830 09,3248.293754688757
1_20220830 10,4110.730534580008
1_20220830 11,4350.494459668535
1_20220830 12,4262.823471948748
1_20220830 13,4358.628629658176
1_20220830 14,4316.27517107891
1_20220830 15,4227.959735980524
1_20220830 16,4102.205960055692
1_20220830 17,3700.7786503628754
1_20220830 18,2860.9975571895598
1_20220830 19,2451.464983282013
1_20220830 20,2302.5784260033693
1_20220830 21,1819.2793069186891
1_20220830 22,1549.4495059257285
1_20220830 23,1921.5897646508572
1_20220831 00,1987.8208531745274
1_20220831 01,1873.85242046104
1_20220831 02,1786.3901731168853
1_20220831 03,1746.3727478094115
1_20220831 04,1763.2637549069575
1_20220831 05,1913.6992899491115
1_20220831 06,2100.015894704862
1_20220831 07,2594.0913102426184
1_20220831 08,2787.387184433325
1_20220831 09,3092.575880667837
1_20220831 10,4182.594962615613
1_20220831 11,4285.862191017126
1_20220831 12,4320.479647495099
1_20220831 13,4342.70643276567
1_20220831 14,4364.194927451797
1_20220831 15,4168.891373833166
1_20220831 16,4170.402332721194
1_20220831 17,3672.675749553825
1_20220831 18,2902.8692141852816
1_20220831 19,2451.7478476373553
1_20220831 20,2305.6455895425856
1_20220831 21,1893.1709381071491
1_20220831 22,1645.151904188777
1_20220831 23,2004.3762811862784
2_20220825 00,1301.892170387193
2_20220825 01,1303.6013569436118
2_20220825 02,1273.6815539107722
2_20220825 03,1264.9371491032068
2_20220825 04,1330.2054397208788
2_20220825 05,1323.3426222538944
2_20220825 06,1388.118417258674
2_20220825 07,1318.7805017805385
2_20220825 08,1881.4836009324506
2_20220825 09,2099.582726922368
2_20220825 10,2206.5520003059164
2_20220825 11,2195.1799757883023
2_20220825 12,2226.9752744607417
2_20220825 13,2282.648138945813
2_20220825 14,2335.780252427983
2_20220825 15,2213.391563587724
2_20220825 16,2216.4256838040483
2_20220825 17,2154.7675064169407
2_20220825 18,2226.155359811337
2_20220825 19,2023.0103890854346
2_20220825 20,1830.2959315321232
2_20220825 21,1638.2817153766723
2_20220825 22,1040.825741472583
2_20220825 23,1387.1857149035554
2_20220826 00,1333.730625592429
2_20220826 01,1344.2683952412358
2_20220826 02,1346.2120447685913
2_20220826 03,1296.475400401278
2_20220826 04,1296.4703027136738
2_20220826 05,1197.9948939535577
2_20220826 06,1127.3699995159445
2_20220826 07,1165.751629945006
2_20220826 08,1925.636406144909
2_20220826 09,1955.0107978327192
2_20220826 10,2119.5610489220817
2_20220826 11,2181.0440766128763
2_20220826 12,2129.5098881260647
2_20220826 13,2090.7372840430558
2_20220826 14,2101.6891578333666
2_20220826 15,2152.8741741008325
2_20220826 16,2155.4959939576524
2_20220826 17,1945.4151868088934
2_20220826 18,2004.0894563211857
2_20220826 19,1601.553799049453
2_20220826 20,1668.3720829842298
2_20220826 21,1466.732364978715
2_20220826 22,911.5900075952454
2_20220826 23,1288.4398431263423
2_20220827 00,1316.158177264851
2_20220827 01,1285.0075390216687
2_20220827 02,1329.0807436988107
2_20220827 03,1332.1374203910193
2_20220827 04,1264.1123372910647
2_20220827 05,1067.5069567836154
2_20220827 06,1056.330109076323
2_20220827 07,976.9810326089628
2_20220827 08,1733.3227891864617
2_20220827 09,2002.5909705118506
2_20220827 10,2193.47004272835
2_20220827 11,2226.594859320532
2_20220827 12,2232.574161250525
2_20220827 13,2270.9881761670895
2_20220827 14,2275.1296170827504
2_20220827 15,2327.4571878759743
2_20220827 16,2296.1771020283227
2_20220827 17,2077.829131290368
2_20220827 18,2030.716971818449
2_20220827 19,1538.16164770933
2_20220827 20,1417.490440662209
2_20220827 21,1065.5327832719793
2_20220827 22,811.6567957480341
2_20220827 23,1095.3997996416606
2_20220828 00,1246.3499438326937
2_20220828 01,1158.0296287537944
2_20220828 02,1250.66969869994
2_20220828 03,1159.8918567086828
2_20220828 04,1122.7485891768779
2_20220828 05,937.1606976631442
2_20220828 06,871.562760029951
2_20220828 07,818.3540011300239
2_20220828 08,1555.5899479887426
2_20220828 09,1903.6138642883532
2_20220828 10,1993.156378546988
2_20220828 11,2010.2701304809684
2_20220828 12,2142.6107025077913
2_20220828 13,2146.5240349415644
2_20220828 14,2242.178619826054
2_20220828 15,2327.5537534841724
2_20220828 16,2182.542874857051
2_20220828 17,2003.5351040600356
2_20220828 18,1987.407608472067
2_20220828 19,1479.0545608569928
2_20220828 20,1088.9177261288887
2_20220828 21,955.7216780311911
2_20220828 22,792.5459824944543
2_20220828 23,1208.9271676057033
2_20220829 00,1147.9389260234577
2_20220829 01,1135.5692554377476
2_20220829 02,1164.8640219554163
2_20220829 03,1105.268756158738
2_20220829 04,1144.02694814946
2_20220829 05,1107.1081729720697
2_20220829 06,1128.1408432739988
2_20220829 07,1219.012635741666
2_20220829 08,1529.3683597977433
2_20220829 09,1534.9976540225427
2_20220829 10,1698.0646762119343
2_20220829 11,1620.6178965989645
2_20220829 12,1477.2024160851058
2_20220829 13,1701.1449694114704
2_20220829 14,1557.8173139721146
2_20220829 15,1419.0542973671081
2_20220829 16,1493.1165951038672
2_20220829 17,1498.864111937506
2_20220829 18,1404.792178931179
2_20220829 19,1443.912074460042
2_20220829 20,1198.559024881233
2_20220829 21,978.2723365515735
2_20220829 22,766.4806882342491
2_20220829 23,1121.544143921392
2_20220830 00,1296.9442718368005
2_20220830 01,1280.478578610585
2_20220830 02,1333.5467018478855
2_20220830 03,1348.8088850852505
2_20220830 04,1313.3007361103134
2_20220830 05,1039.225793315076
2_20220830 06,956.1626335910113
2_20220830 07,998.9115280834824
2_20220830 08,1792.0307507091889
2_20220830 09,2062.8416300013673
2_20220830 10,2267.0875898436857
2_20220830 11,2179.5375281451434
2_20220830 12,2175.991939573751
2_20220830 13,2303.918164174036
2_20220830 14,2277.3669306567754
2_20220830 15,2396.1025561791666
2_20220830 16,2372.3905413753287
2_20220830 17,2307.1810057886587
2_20220830 18,2302.4509196528065
2_20220830 19,2102.966858451092
2_20220830 20,1852.7952449723382
2_20220830 21,1655.3869401419745
2_20220830 22,970.3468942133371
2_20220830 23,1254.0307432783109
2_20220831 00,1390.1456929296367
2_20220831 01,1399.0783747039643
2_20220831 02,1355.6016427898962
2_20220831 03,1389.8861145933602
2_20220831 04,1359.7963862421777
2_20220831 05,1313.0113013358668
2_20220831 06,1260.1294452100342
2_20220831 07,1200.0044153491704
2_20220831 08,1853.1761214791502
2_20220831 09,2077.8297985232407
2_20220831 10,2287.885854658949
2_20220831 11,2152.802369123202
2_20220831 12,2132.2668296464344
2_20220831 13,2223.6586001621968
2_20220831 14,2208.588073280205
2_20220831 15,2229.627208772689
2_20220831 16,2240.0044405082394
2_20220831 17,2132.5805045841644
2_20220831 18,2075.882167638249
2_20220831 19,1792.8881535456956
2_20220831 20,1780.226259857353
2_20220831 21,1667.4402430322434
2_20220831 22,971.481622464184
2_20220831 23,1230.8894039651702
3_20220825 00,1049.2568619868239
3_20220825 01,1052.187755712168
3_20220825 02,1042.1415292085753
3_20220825 03,888.2421723117935
3_20220825 04,888.8807210870308
3_20220825 05,917.376352624451
3_20220825 06,928.2755153862338
3_20220825 07,1019.8927361304405
3_20220825 08,1164.9516017151996
3_20220825 09,1274.1089019857943
3_20220825 10,1291.1925986837837
3_20220825 11,1373.205262574529
3_20220825 12,1297.1310810667935
3_20220825 13,1499.017377600114
3_20220825 14,1537.7093461779637
3_20220825 15,1810.4057175543358
3_20220825 16,2074.7390213109034
3_20220825 17,2072.9382476156748
3_20220825 18,2440.675893730113
3_20220825 19,2578.2986350884885
3_20220825 20,2662.1035509798935
3_20220825 21,1950.530054013676
3_20220825 22,1348.4690692244662
3_20220825 23,854.1839457306014
3_20220826 00,995.087595488889
3_20220826 01,960.7231550658661
3_20220826 02,960.0305713917318
3_20220826 03,922.0338381435811
3_20220826 04,904.2020324682418
3_20220826 05,952.2486381110512
3_20220826 06,956.0602824289689
3_20220826 07,1021.1038500434016
3_20220826 08,1186.8377602322219
3_20220826 09,1247.9676937670945
3_20220826 10,1346.7319017205511
3_20220826 11,1407.804528230804
3_20220826 12,1434.5448264401748
3_20220826 13,1543.130075818674
3_20220826 14,1644.1836344915578
3_20220826 15,1832.2667808359124
3_20220826 16,1997.8605337601807
3_20220826 17,2040.1504349924685
3_20220826 18,2603.952578476509
3_20220826 19,2758.5204938914476
3_20220826 20,2741.523692022495
3_20220826 21,1997.3710089631525
3_20220826 22,1346.3028058496543
3_20220826 23,982.6566855284842
3_20220827 00,1056.6759694458522
3_20220827 01,962.8619812675739
3_20220827 02,1127.8549029776575
3_20220827 03,947.1394242022903
3_20220827 04,869.2002822436918
3_20220827 05,854.2929250207587
3_20220827 06,913.4696728417666
3_20220827 07,928.7153240728582
3_20220827 08,1075.7629931250385
3_20220827 09,1128.495336688256
3_20220827 10,1304.395274756918
3_20220827 11,1292.4011958074518
3_20220827 12,1473.1264900916206
3_20220827 13,1557.9769372384299
3_20220827 14,1657.7297955024392
3_20220827 15,1824.9978559500314
3_20220827 16,2002.5954678705234
3_20220827 17,2056.3213735191575
3_20220827 18,2370.269854269461
3_20220827 19,2527.232006781101
3_20220827 20,2364.1124940500695
3_20220827 21,1681.4991284052016
3_20220827 22,1270.3477484751988
3_20220827 23,946.4441891943521
3_20220828 00,997.2046464330053
3_20220828 01,951.4638044534935
3_20220828 02,946.8064366715989
3_20220828 03,942.2499342545075
3_20220828 04,924.3537938371151
3_20220828 05,862.4759158158905
3_20220828 06,848.2673184667406
3_20220828 07,892.1708149266152
3_20220828 08,1050.2661488863714
3_20220828 09,1135.1962837014241
3_20220828 10,1283.5960247638895
3_20220828 11,1301.8117468358214
3_20220828 12,1369.4097873277262
3_20220828 13,1473.9760889210304
3_20220828 14,1599.5238856836334
3_20220828 15,1794.9998278313892
3_20220828 16,1953.8418295166146
3_20220828 17,2062.674928962458
3_20220828 18,2334.3303785236435
3_20220828 19,2313.7391253715286
3_20220828 20,2117.21694173782
3_20220828 21,1634.4854757623846
3_20220828 22,1274.0236220893055
3_20220828 23,1210.0425527444706
3_20220829 00,1187.9926363451286
3_20220829 01,1119.7915767059856
3_20220829 02,1074.6802634355297
3_20220829 03,1031.4973656352097
3_20220829 04,980.0611417243057
3_20220829 05,963.6593872698392
3_20220829 06,1021.8964287753498
3_20220829 07,1034.793220932477
3_20220829 08,1187.2394991133785
3_20220829 09,1346.82915966033
3_20220829 10,1411.8113142883815
3_20220829 11,1367.9437030050967
3_20220829 12,1365.0161077398761
3_20220829 13,1361.7170410154786
3_20220829 14,1333.7779592562088
3_20220829 15,1331.1517909778584
3_20220829 16,1305.9244094590936
3_20220829 17,1292.652413242308
3_20220829 18,1294.8999172398853
3_20220829 19,1444.9219660722858
3_20220829 20,1343.16912759754
3_20220829 21,1174.372361139898
3_20220829 22,1053.3045907955295
3_20220829 23,972.7245842654075
3_20220830 00,976.652562735621
3_20220830 01,930.7815774037996
3_20220830 02,871.2768165591265
3_20220830 03,889.124042579247
3_20220830 04,824.201902690318
3_20220830 05,898.5967226780775
3_20220830 06,1000.161976407562
3_20220830 07,1058.4432026717632
3_20220830 08,1206.9294859307001
3_20220830 09,1438.1217863616648
3_20220830 10,1515.6881355808562
3_20220830 11,1545.8449066008013
3_20220830 12,1582.2276075114958
3_20220830 13,1640.5365864085527
3_20220830 14,1697.9139935456185
3_20220830 15,1712.7230631994262
