num_date_time,answer
1_20220825 00,2058.2517809831993
1_20220825 01,1926.9306750448511
1_20220825 02,1756.0115166690812
1_20220825 03,1695.1836824115571
1_20220825 04,1692.6432246549898
1_20220825 05,1909.2943961099475
1_20220825 06,2232.7224204872336
1_20220825 07,2456.3750654035894
1_20220825 08,2943.6893338471714
1_20220825 09,3375.946170943695
1_20220825 10,3911.6664613658354
1_20220825 11,4284.133083719877
1_20220825 12,4352.776948868611
1_20220825 13,4334.415383281527
1_20220825 14,4323.281492317037
1_20220825 15,4171.233631422876
1_20220825 16,4079.566305138311
1_20220825 17,3678.400404528905
1_20220825 18,2925.513897273005
1_20220825 19,2634.243503350046
1_20220825 20,2461.3915135992365
1_20220825 21,2072.0160623420056
1_20220825 22,1628.2585613737433
1_20220825 23,2196.1185180109715
1_20220826 00,2285.8621571762274
1_20220826 01,2171.0179591358437
1_20220826 02,1978.2801668534237
1_20220826 03,1880.1656065360437
1_20220826 04,1873.3037959004917
1_20220826 05,2049.811419842171
1_20220826 06,2160.5254201808634
1_20220826 07,2437.050989360018
1_20220826 08,3075.1818825216537
1_20220826 09,3424.3335501498973
1_20220826 10,4238.979549875048
1_20220826 11,4533.567979185978
1_20220826 12,4541.300833589414
1_20220826 13,4496.119398340106
1_20220826 14,4501.970365014492
1_20220826 15,4349.516865012141
1_20220826 16,4316.563156503672
1_20220826 17,3808.9266843945843
1_20220826 18,3099.1003316992487
1_20220826 19,2920.2629620649295
1_20220826 20,2598.3899922181813
1_20220826 21,2183.5564504239424
1_20220826 22,1613.4075461698037
1_20220826 23,2107.6020325949194
1_20220827 00,2103.885287837918
1_20220827 01,1981.9212358254272
1_20220827 02,1847.9300191842474
1_20220827 03,1737.730376521202
1_20220827 04,1778.3698239987125
1_20220827 05,1944.2758386663807
1_20220827 06,2163.7502412262893
1_20220827 07,2248.2816749471085
1_20220827 08,2505.988029710801
1_20220827 09,3080.146393224208
1_20220827 10,3669.5656536730457
1_20220827 11,3994.9832940881247
1_20220827 12,3928.088242417664
1_20220827 13,4032.4923094860073
1_20220827 14,4046.907730608502
1_20220827 15,3946.2877221739177
1_20220827 16,3931.7937894184793
1_20220827 17,3605.848458809139
1_20220827 18,2944.5485956000084
1_20220827 19,2636.7155636892303
1_20220827 20,2405.3745427583317
1_20220827 21,2106.462602465756
1_20220827 22,1548.4171747794967
1_20220827 23,1964.9161963425245
1_20220828 00,1836.6039818452018
1_20220828 01,1741.6066803807114
1_20220828 02,1604.4712889690345
1_20220828 03,1509.5222005548887
1_20220828 04,1509.5222005548887
1_20220828 05,1520.433445925083
1_20220828 06,1674.2022511683222
1_20220828 07,1696.2444044064243
1_20220828 08,2125.3289706658506
1_20220828 09,2409.0002282207147
1_20220828 10,2987.72445276474
1_20220828 11,3257.272619145372
1_20220828 12,3420.3324379372275
1_20220828 13,3389.236973899317
1_20220828 14,3374.660474442641
1_20220828 15,3462.609546561552
1_20220828 16,3439.973912515047
1_20220828 17,3423.5209738786602
1_20220828 18,3020.501219825777
