num_date_time,answer
1_20220825 00,2068.026769591579
1_20220825 01,2034.7745969216696
1_20220825 02,1921.6480088364824
1_20220825 03,1903.2361031590026
1_20220825 04,1907.0167636397782
1_20220825 05,1987.6777062609415
1_20220825 06,2242.0042387417066
1_20220825 07,2621.0015963016604
1_20220825 08,2857.4460302122543
1_20220825 09,3270.0484769739487
1_20220825 10,4017.196144633137
1_20220825 11,4229.680010207338
1_20220825 12,4287.15422386839
1_20220825 13,4306.1054743601735
1_20220825 14,4409.596329901305
1_20220825 15,4063.8838751899143
1_20220825 16,4087.6879648501326
1_20220825 17,3565.64957150081
1_20220825 18,2730.3127319939017
1_20220825 19,2451.1515587576987
1_20220825 20,2297.8391611384022
1_20220825 21,1985.5171561268044
1_20220825 22,1635.5877843704457
1_20220825 23,1950.779476995181
1_20220826 00,2121.0419819866775
1_20220826 01,2066.4794564395784
1_20220826 02,1964.8942606317048
1_20220826 03,1880.797534140932
1_20220826 04,1807.0209449037734
1_20220826 05,1963.8197470350353
1_20220826 06,2197.127402344073
1_20220826 07,2584.8062654180126
1_20220826 08,2831.487644394191
1_20220826 09,3369.963932990616
1_20220826 10,4082.805669038465
1_20220826 11,4446.850368251976
1_20220826 12,4472.6711654239425
1_20220826 13,4500.670167560031
1_20220826 14,4510.335711223876
1_20220826 15,4393.093182639931
1_20220826 16,4355.873750541393
1_20220826 17,3731.312622607015
1_20220826 18,2786.719531191484
1_20220826 19,2607.495711532182
1_20220826 20,2357.0058910586517
1_20220826 21,2079.145009396268
1_20220826 22,1626.2613892300226
1_20220826 23,1966.9756318081604
1_20220827 00,1993.0333733802045
1_20220827 01,1960.5373784995684
1_20220827 02,1822.617041149488
1_20220827 03,1817.3096105239488
1_20220827 04,1800.1787590419724
1_20220827 05,1885.3397063133548
1_20220827 06,2005.6065163880937
1_20220827 07,2217.264755010381
1_20220827 08,2512.245884606317
1_20220827 09,2860.7945813348915
1_20220827 10,3572.983562397711
1_20220827 11,3790.3378522961707
1_20220827 12,3796.907367699022
1_20220827 13,3806.3003387581216
1_20220827 14,3797.012303834438
1_20220827 15,3755.4532975541238
1_20220827 16,3746.1864096999666
1_20220827 17,3401.806078743135
1_20220827 18,2570.9025308030086
1_20220827 19,2232.502824119188
1_20220827 20,2044.1151309937027
1_20220827 21,1873.538644247756
1_20220827 22,1518.518399499735
1_20220827 23,1844.3954875325062
1_20220828 00,1663.1379860642237
1_20220828 01,1640.0875961060256
1_20220828 02,1510.704431970152
1_20220828 03,1455.9676562920065
1_20220828 04,1467.9231965143788
1_20220828 05,1515.987048426352
1_20220828 06,1632.0788880680207
1_20220828 07,1763.555500861844
1_20220828 08,1935.4031005053862
1_20220828 09,2392.7536929025573
1_20220828 10,3161.976566807709
1_20220828 11,3274.9395832414907
1_20220828 12,3359.0168386039627
1_20220828 13,3415.511592682856
1_20220828 14,3408.394886416128
1_20220828 15,3341.969121923344
1_20220828 16,3377.7944535678785
1_20220828 17,3361.571534824156
