num_date_time,answer
1_20220825 00,2172.4971470687688
1_20220825 01,2135.8145498092786
1_20220825 02,1994.8333499851315
1_20220825 03,1971.0753754316565
1_20220825 04,1960.7295154575281
1_20220825 05,2032.7976288558157
1_20220825 06,2247.1726017981173
1_20220825 07,2414.204236755858
1_20220825 08,2864.9866015310877
1_20220825 09,3347.9262201193155
1_20220825 10,4203.280300879261
1_20220825 11,4375.314947616178
1_20220825 12,4323.51079528624
1_20220825 13,4273.207590977864
1_20220825 14,4266.02791326579
1_20220825 15,4162.755251427988
1_20220825 16,4190.507512527952
1_20220825 17,3597.368712134745
1_20220825 18,2622.8838539866492
1_20220825 19,2476.1767421195977
1_20220825 20,2387.808682622129
1_20220825 21,2033.5167670246399
1_20220825 22,1825.5278140846988
1_20220825 23,2087.0470096503054
1_20220826 00,2260.540780560469
1_20220826 01,2207.5230648362153
1_20220826 02,2095.351163221802
1_20220826 03,1942.1404556016407
1_20220826 04,1859.8076657606184
1_20220826 05,2136.5060311880684
1_20220826 06,2204.7300135094783
1_20220826 07,2397.7085582028803
1_20220826 08,2915.012317167268
1_20220826 09,3380.905759727958
1_20220826 10,4204.493831274481
1_20220826 11,4493.196457513505
1_20220826 12,4488.992174962979
1_20220826 13,4416.076242171636
1_20220826 14,4468.527723928785
1_20220826 15,4347.8123876013515
1_20220826 16,4345.937082384586
1_20220826 17,3532.8279010370684
1_20220826 18,2747.476130350113
1_20220826 19,2755.2146003896883
1_20220826 20,2618.035117601795
1_20220826 21,2204.2246446233
1_20220826 22,1735.9253556769715
1_20220826 23,2131.804088180281
1_20220827 00,2063.2883040534784
1_20220827 01,2065.350230112473
1_20220827 02,1786.5132113496188
1_20220827 03,1677.88748213446
1_20220827 04,1784.9257165166805
1_20220827 05,1920.8005549803456
1_20220827 06,2027.411199635552
1_20220827 07,2215.8865144236847
1_20220827 08,2544.349209894172
1_20220827 09,3015.460701542926
1_20220827 10,3621.6902786200903
1_20220827 11,3866.4415136289595
1_20220827 12,3842.4618507269947
1_20220827 13,3917.6656154763687
1_20220827 14,3876.7826180010816
1_20220827 15,3874.34235221062
1_20220827 16,3847.427502455973
1_20220827 17,3379.591729882117
1_20220827 18,2503.221857196763
1_20220827 19,2259.0506027997526
1_20220827 20,2082.837507635825
1_20220827 21,1949.8392661834368
1_20220827 22,1586.4214765095676
1_20220827 23,1916.3215718837946
1_20220828 00,1683.6555278330034
1_20220828 01,1626.0307401708546
1_20220828 02,1483.8092732205753
1_20220828 03,1413.3393589253155
