num_date_time,answer
1_20220825 00,2093.8173855331543
1_20220825 01,1949.012124834355
1_20220825 02,1757.9160879580668
1_20220825 03,1695.3959044260143
1_20220825 04,1700.7165539120876
1_20220825 05,1919.1472850965445
1_20220825 06,2262.0646788340364
1_20220825 07,2464.1126107494015
1_20220825 08,2959.2031478969607
1_20220825 09,3425.691111886571
1_20220825 10,3959.130754527227
1_20220825 11,4320.733150925616
1_20220825 12,4412.286940055102
1_20220825 13,4376.036921368119
1_20220825 14,4380.728618997845
1_20220825 15,4155.238027503237
1_20220825 16,4103.228472787322
1_20220825 17,3718.1111631474855
1_20220825 18,2946.738552880079
1_20220825 19,2650.874803665733
1_20220825 20,2482.5967164900208
1_20220825 21,2078.7758997304713
1_20220825 22,1633.2467122112707
1_20220825 23,2170.564545420967
1_20220826 00,2312.908105419759
1_20220826 01,2208.6014967201804
1_20220826 02,2014.804491417526
1_20220826 03,1900.769264949297
1_20220826 04,1907.6604758552462
1_20220826 05,2098.47339277053
1_20220826 06,2207.8733337469034
1_20220826 07,2474.9363142604257
1_20220826 08,3094.8104686745537
1_20220826 09,3448.1935852884953
1_20220826 10,4253.279062430047
1_20220826 11,4568.6121129845
1_20220826 12,4542.359069151702
1_20220826 13,4457.845292746457
1_20220826 14,4510.853414866464
1_20220826 15,4339.203075419931
1_20220826 16,4307.538610104538
1_20220826 17,3796.0848173773074
1_20220826 18,3115.6363587532846
1_20220826 19,2937.964040832573
1_20220826 20,2591.4857942769904
1_20220826 21,2177.0423976587654
1_20220826 22,1624.5524058006606
1_20220826 23,2119.6067773195714
1_20220827 00,2136.108094147297
1_20220827 01,2016.578028706999
1_20220827 02,1853.0854027627004
1_20220827 03,1729.2342152505976
1_20220827 04,1811.4160640816513
1_20220827 05,2005.5373963919092
1_20220827 06,2216.007016355869
1_20220827 07,2280.7064515698344
1_20220827 08,2502.254904020753
1_20220827 09,3069.4428519464946
1_20220827 10,3692.177876986338
1_20220827 11,4018.870106222927
1_20220827 12,3918.551267266005
1_20220827 13,4043.4946110117967
1_20220827 14,4053.1255121490794
1_20220827 15,3937.1499237990424
1_20220827 16,3918.430639221955
1_20220827 17,3620.215138340235
1_20220827 18,2932.6345905614035
1_20220827 19,2629.0763810483886
1_20220827 20,2377.9588260845444
1_20220827 21,2086.585835710749
1_20220827 22,1516.9288287687818
1_20220827 23,1945.5951044801948
1_20220828 00,1843.0014503885964
1_20220828 01,1730.7902312725066
1_20220828 02,1627.2973516956538
1_20220828 03,1489.792760664524
1_20220828 04,1517.415675812552
1_20220828 05,1565.1615455586627
1_20220828 06,1675.5575909744803
1_20220828 07,1707.0806607406873
1_20220828 08,2117.666210512103
1_20220828 09,2401.5040773498426
1_20220828 10,2996.6346833480056
1_20220828 11,3261.301843269545
1_20220828 12,3422.471585422105
1_20220828 13,3380.501537937519
1_20220828 14,3367.706822656469
1_20220828 15,3440.4260910980756
1_20220828 16,3405.2213830923383
1_20220828 17,3377.5191618863573
1_20220828 18,3010.8639851625817
1_20220828 19,2593.406298337265
1_20220828 20,2420.084697097181
1_20220828 21,2060.782371896549
1_20220828 22,1509.9166187939352
1_20220828 23,2233.980324409892
1_20220829 00,2292.280304730042
1_20220829 01,2171.6501881666613
1_20220829 02,2061.1994081877847
1_20220829 03,1887.9855255408597
1_20220829 04,1993.808674244607
1_20220829 05,2183.085620013886
1_20220829 06,2311.709268877779
1_20220829 07,2429.965993984728
1_20220829 08,2856.226132801201
1_20220829 09,3421.3598067694984
1_20220829 10,3995.6764164876067
1_20220829 11,4180.482229465468
1_20220829 12,4235.768184469669
1_20220829 13,4303.148983993845
1_20220829 14,4382.69484422887
1_20220829 15,4210.346346094169
1_20220829 16,4055.0746282223
1_20220829 17,3691.096048921552
1_20220829 18,3009.1449363675874
1_20220829 19,2713.7148775090277
1_20220829 20,2440.853980354722
1_20220829 21,2068.203981363434
1_20220829 22,1529.8461303738832
1_20220829 23,2115.310528537796
1_20220830 00,2153.745282467249
1_20220830 01,2043.4284262263645
1_20220830 02,1924.9441642842844
1_20220830 03,1675.1190730372205
1_20220830 04,1720.1356610503292
1_20220830 05,1971.1990296474628
1_20220830 06,2166.0456475802735
1_20220830 07,2396.3761170144253
1_20220830 08,3060.48494012066
1_20220830 09,3317.05472587016
1_20220830 10,4101.4232658311
1_20220830 11,4303.005246300033
1_20220830 12,4358.278981059442
1_20220830 13,4306.178171424777
1_20220830 14,4308.265542649854
1_20220830 15,4270.3735156052035
1_20220830 16,4125.039120054388
1_20220830 17,3669.699120145863
1_20220830 18,3054.3402825536723
1_20220830 19,2863.758925973343
1_20220830 20,2519.3702606776474
1_20220830 21,2051.544264765014
1_20220830 22,1597.9612342949733
1_20220830 23,2131.3969953792775
1_20220831 00,2106.611711604635
1_20220831 01,2046.4932774722693
1_20220831 02,1914.2188763294664
1_20220831 03,1798.970720539611
1_20220831 04,1798.3362205166445
1_20220831 05,1958.0678146842922
1_20220831 06,2093.6578309814395
1_20220831 07,2327.760933764711
1_20220831 08,2985.6723837194404
1_20220831 09,3321.1164166366866
1_20220831 10,3904.7614481652563
1_20220831 11,4134.206331806857
1_20220831 12,4328.789173701864
1_20220831 13,4323.465601346221
1_20220831 14,4294.96660296732
1_20220831 15,4211.898188599783
1_20220831 16,4039.6729233621745
1_20220831 17,3684.336147637121
1_20220831 18,2750.3834787237474
1_20220831 19,2651.6131821890226
1_20220831 20,2391.6836583492977
1_20220831 21,2009.2058587264135
1_20220831 22,1470.7320847860253
1_20220831 23,1977.6896303660656
2_20220825 00,1274.7692899757694
2_20220825 01,1289.8314978787612
2_20220825 02,1281.8030190144523
2_20220825 03,1248.1250350370838
2_20220825 04,1258.663447707542
2_20220825 05,1246.7690413092503
2_20220825 06,1247.2663219856497
2_20220825 07,1223.2137551095182
2_20220825 08,1833.7011209200862
2_20220825 09,2026.1695337246376
2_20220825 10,2360.188582768972
2_20220825 11,2257.7261392898217
2_20220825 12,2355.543353658773
2_20220825 13,2318.0320717924365
2_20220825 14,2349.4746699011016
2_20220825 15,2159.1488588971174
2_20220825 16,2337.0322619560293
2_20220825 17,2200.6988333563377
2_20220825 18,2215.944432270449
2_20220825 19,2014.3849612631022
2_20220825 20,1801.1096644478612
2_20220825 21,1642.9591863230673
2_20220825 22,1004.6716848198212
2_20220825 23,1347.664531480443
2_20220826 00,1290.2425808418582
2_20220826 01,1269.021379524057
2_20220826 02,1281.6690329954076
2_20220826 03,1257.2579341905077
2_20220826 04,1246.4483819981922
2_20220826 05,1204.8740559339612
2_20220826 06,1178.7628687153672
2_20220826 07,1206.731546548748
2_20220826 08,1945.2804692926327
2_20220826 09,2036.4124251028745
2_20220826 10,2316.747927865928
2_20220826 11,2260.978381666325
2_20220826 12,2204.6162541961253
2_20220826 13,2227.7615846039594
2_20220826 14,2155.462395179555
2_20220826 15,2168.364786549875
2_20220826 16,2166.4838526612734
2_20220826 17,2011.2715598462335
2_20220826 18,2075.3932847855503
2_20220826 19,1916.388427458603
2_20220826 20,1764.242699979553
2_20220826 21,1551.9680385432498
2_20220826 22,1110.6481800008273
2_20220826 23,1311.0199609177932
2_20220827 00,1306.0407026935409
2_20220827 01,1315.0240540275925
2_20220827 02,1390.1797699303747
2_20220827 03,1289.026934886185
2_20220827 04,1255.3584957563826
2_20220827 05,1043.2441786768977
2_20220827 06,1069.9731700520988
2_20220827 07,981.3686465202546
2_20220827 08,1593.308977384563
2_20220827 09,1956.9349935305108
2_20220827 10,2180.6557074073057
2_20220827 11,2191.0889484047348
2_20220827 12,2394.196302616147
2_20220827 13,2412.784401430575
2_20220827 14,2449.9718160574776
2_20220827 15,2492.756851159463
2_20220827 16,2491.370732619015
2_20220827 17,2261.083809274802
2_20220827 18,2064.658855580119
2_20220827 19,1638.4390058072624
2_20220827 20,1428.914264822747
2_20220827 21,1403.1892444220816
2_20220827 22,780.6791550233337
2_20220827 23,1267.0060031881262
2_20220828 00,1259.4068657669998
2_20220828 01,1256.0839529177606
2_20220828 02,1247.7429652763742
2_20220828 03,1107.3359113781419
2_20220828 04,1079.1534040419558
2_20220828 05,1032.5671088943018
2_20220828 06,942.0379410116127
2_20220828 07,968.7004556332963
2_20220828 08,1548.8525614400328
2_20220828 09,1815.640900207603
2_20220828 10,2067.6920388406866
2_20220828 11,2145.97481444303
2_20220828 12,2203.680749073959
2_20220828 13,2195.386578312688
2_20220828 14,2209.6158195170756
2_20220828 15,2272.008170940482
2_20220828 16,2148.08062984282
2_20220828 17,1888.786494656828
2_20220828 18,1828.247302688903
2_20220828 19,1450.4273979788
2_20220828 20,1314.462363682826
2_20220828 21,1299.7269533971498
2_20220828 22,758.9526475667789
2_20220828 23,1281.632864873229
2_20220829 00,1270.5771532611466
2_20220829 01,1258.142029712767
2_20220829 02,1274.6895564392146
2_20220829 03,1215.6166429226316
2_20220829 04,1218.737070983178
2_20220829 05,1133.008567913077
2_20220829 06,1164.8986223616364
2_20220829 07,1138.0725741069216
2_20220829 08,1301.5701575435326
2_20220829 09,1320.5146994692127
2_20220829 10,1567.1610586549955
2_20220829 11,1554.5339734386919
2_20220829 12,1422.9045050591012
2_20220829 13,1602.0773968563362
2_20220829 14,1428.6565996559889
2_20220829 15,1429.6951886668394
2_20220829 16,1436.019609182012
2_20220829 17,1378.96813617303
2_20220829 18,1296.6315851169313
2_20220829 19,1247.0415812090403
2_20220829 20,1157.7958790458208
2_20220829 21,990.6852401965253
2_20220829 22,778.3301695612488
2_20220829 23,1163.066429175124
2_20220830 00,1186.7512865262652
2_20220830 01,1199.0375861964187
2_20220830 02,1294.5308404077248
2_20220830 03,1324.3818229215558
2_20220830 04,1204.0182907400545
2_20220830 05,1095.4547338894197
2_20220830 06,979.1569549785451
2_20220830 07,1072.5256113032196
2_20220830 08,1786.3115860786252
2_20220830 09,1993.6458631636629
2_20220830 10,2300.039035036607
2_20220830 11,2270.480042628165
2_20220830 12,2213.6062069382087
2_20220830 13,2462.5813251347604
2_20220830 14,2423.114127655316
2_20220830 15,2520.161980848788
2_20220830 16,2515.0400124493717
2_20220830 17,2383.749457740191
2_20220830 18,2302.3052109256714
2_20220830 19,2058.6780892528627
2_20220830 20,1823.3246750022186
2_20220830 21,1593.777060505433
2_20220830 22,1000.4710415164668
2_20220830 23,1234.7479965951902
2_20220831 00,1278.6933231852565
2_20220831 01,1293.2123683845632
2_20220831 02,1279.4316706912043
2_20220831 03,1288.4960186026005
2_20220831 04,1258.5453697348355
2_20220831 05,1258.7174588368387
2_20220831 06,1250.755853684142
2_20220831 07,1232.5512862635471
2_20220831 08,1878.1664998346625
2_20220831 09,2068.1584156651415
2_20220831 10,2216.960578725427
2_20220831 11,2113.919491912449
2_20220831 12,2225.4783926034474
2_20220831 13,2396.4870499712856
